,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Response
110,110,HNqhoeytA0I,False,Not Child Directed,"The video discusses a scientific topic (telescope technology) that is not typically of interest to children.  The thumbnail shows a complex piece of technology, not cartoonish visuals or child-appealing elements. The title is also not suggestive of child-directed content."
111,111,I4HdpWC663k,False,Not Child Directed,"The video focuses on gardening techniques for citrus trees, a topic not typically of interest to children.  The thumbnail shows an adult interacting with plants, and the title suggests an instructional video aimed at experienced gardeners. There are no child-appealing elements present."
112,112,Icw3CfYVMmY,False,Not Child Directed,"The video shows a baseball game, which is not typically considered child-directed content.  While the emotional reunion between the player and his father might be heartwarming, the overall context of a professional sporting event does not align with criteria for child-directed content."
113,113,IDTMXwZgw1Q,False,Not Child Directed,"The video shows a soccer game, which is not typically considered child-directed content.  The thumbnail shows an adult soccer player celebrating a goal, and the title focuses on game-winning goals, which are themes not typically associated with children's programming."
114,114,J1UwRLgJS3A,False,Not Child Directed,"The video thumbnail shows a person reacting to a video game, Need for Speed Unbound.  The title mentions an update to Need for Speed: Most Wanted.  These are racing games, typically not considered child-directed due to their mature themes and gameplay. The thumbnail does not show any child-appealing elements."
115,115,JOWoB39H3c8,False,Not Child Directed,"The video thumbnail depicts a serious geopolitical event involving military conflict and prominent political figures.  The title explicitly mentions retaliation and military strikes, themes unsuitable for children.  Therefore, the content is not child-directed."
116,116,jTCwU5CDeLE,False,Not Child Directed,"The video shows a person shopping for and organizing kitchen containers.  There are no child-appealing elements, and the content is not explicitly designed for children."
117,117,k5fuSGBfOUg,False,Not Child Directed,"The thumbnail shows a cartoonish character, but the overall theme and context of a Fortnite live event, along with the ESRB Teen rating visible in the thumbnail, suggest that the content is not primarily intended for children.  The presence of a timer and the excitement of the gamer further indicate a focus on a mature audience."
118,118,KBDrJcyloow,False,Not Child Directed,"The thumbnail shows a dark, intense image of Mahershala Ali as Blade, a vampire hunter.  The title, ""Marvel's Blade Is Toast (And That's A Good Thing)"", suggests violence and mature themes.  These elements are not suitable for children."
119,119,kvdODh_vd6Q,False,Not Child Directed,"The thumbnail shows a bald man in a lab coat looking stressed, with images of Isaac Newton and Albert Einstein in the background.  The title, ""Northernlion calls out the scientific method,"" suggests a discussion of science, not a topic typically aimed at children.  There are no child-appealing elements present."
120,120,KXq887jvlp4,False,Not Child Directed,"The video is a highlight reel of a college football game. College football is not typically considered child-directed content due to its competitive nature, potential for violence (tackling), and the lack of child-appealing elements."
121,121,mXICu3oROMQ,False,Not Child Directed,"The thumbnail shows an adult male actor in period costume. The title mentions ""Downton Abbey,"" a show known for its mature themes and storylines involving adult relationships and social complexities.  These elements are not suitable for children."
122,122,oaajslA03Qs,False,Not Child Directed,"The video discusses political issues such as the Labour party's policies and budget, which are not suitable for children.  The thumbnail shows older adults expressing strong opinions, and the title mentions betrayal and a brutal budget, all of which are inappropriate for a child audience."
123,123,oHIRJmi0Gw8,False,Not Child Directed,"The video is a reaction and analysis of a basketball game between the Lakers and the Rockets.  The thumbnail shows two adult basketball players, and the title mentions a game reaction and analysis, which are not typically child-directed topics.  The content is likely to include sports commentary, discussion of game strategy, and potentially some intense moments from the game itself, making it unsuitable for children."
124,124,OITnzp8ZIrI,False,Not Child Directed,"The video's title and thumbnail depict serious political commentary on the UK government's handling of migrant housing and elderly care.  The imagery is not child-friendly, and the subject matter is far too complex and mature for a child audience."
125,125,oKylKtfLMmM,False,Not Child Directed,"The video thumbnail shows a monstrous creature, and the title mentions ""Black Ops 6 Zombies,"" suggesting violent or mature themes inappropriate for children.  Therefore, it does not meet the criteria for child-directed content."
126,126,OP-00EwLdiU,False,Not Child Directed,"The video is a live performance of a contemporary Christian song. While the song itself is not explicitly adult in nature, the performance style and the lack of child-appealing elements do not meet the criteria for child-directed content."
127,127,Ou15sXGWrBQ,False,Not Child Directed,"The video thumbnail shows a middle-aged woman speaking, and the title mentions political figures and accusations of vote-buying.  These elements are not appropriate for children."
128,128,P-w72ZOIH6M,False,Not Child Directed,"The video thumbnail shows a military scene with explosions and soldiers, and the title mentions war and conflict.  These elements are not suitable for children."
129,129,p6JMqh4u8bM,False,Not Child Directed,"The video is a cooking tutorial focused on adult recipes.  The thumbnail shows various soups, and the title mentions ""Mediterranean Diet Recipes,"" which is not a topic typically associated with children's content.  There are no child-appealing elements present."
130,130,pcOj9k787b0,False,Not Child Directed,"The video thumbnail shows a serious image of Donald Trump, and the title mentions condemnation and lacks elements typically associated with child-directed content.  The subject matter is political and involves criticism of a public figure, making it unsuitable for children."
131,131,pXySTLdiZWE,False,Not Child Directed,"The video thumbnail shows a close-up of Kamala Harris, a serious expression on her face.  The title, 'It's Not In The Constitution' - CNN Panel Goes Haywire After What Kamala Harris Did, suggests a political discussion, which is not suitable for children.  The content is unlikely to include child-appealing elements such as cartoons or light-hearted themes. Therefore, it does not meet the criteria for child-directed content."
132,132,Q0LdY-6J-_0,False,Not Child Directed,"The video features Bjarne Stroustrup, the creator of C++, discussing programming.  The thumbnail shows an older man and the title mentions learning a programming language, both of which are not child-directed elements. The topic is complex and not suitable for children."
