Unnamed: 0,Video Id,Primary Label,Predicted Label,Response
130,jTCwU5CDeLE,Not Child Directed,Not Child Directed,"The video shows a person shopping for plastic storage containers at a store. There are no child-appealing elements, and the content is not explicitly created for children."
131,k5fuSGBfOUg,Not Child Directed,Not Child Directed,"The video is a gameplay video of Fortnite, featuring a popular streamer reacting to a new in-game item. While the visuals are colorful, the overall tone and content are not aimed at children. The game itself has a Teen rating, indicating it's not suitable for younger audiences.  The streamer's excited reaction and the focus on gameplay mechanics are not elements typically found in child-directed content."
132,KBDrJcyloow,Not Child Directed,Not Child Directed,"The video is a trailer for the upcoming Marvel Studios film Blade.  It features a dark and intense atmosphere, a main character with sunglasses, and a predominantly red color scheme.  These elements are not typically associated with content designed for children. The trailer also does not contain any child-appealing elements such as cartoonish visuals, light-hearted themes, or simple narratives. Therefore, it does not meet the criteria for child-directed content."
133,kvdODh_vd6Q,Not Child Directed,Not Child Directed,"The video depicts a scientist experiencing stress, with images of Isaac Newton and Albert Einstein in the background.  The overall tone and visuals are not child-appealing. There are no cartoonish elements, whimsical themes, or child-friendly narratives present. The content is not designed for children and would likely be confusing or uninteresting to them."
134,KXq887jvlp4,Not Child Directed,Not Child Directed,"The video is a highlight reel of a college football game.  The content features adult athletes competing in a physically demanding sport.  There are no child-appealing elements present, and the content is not designed for children."
135,l46MPAhi5wk,Not Child Directed,Not Child Directed,"The video is a discussion of a fictional galactic map from the Star Trek universe.  The content is not designed for children, nor does it contain child-appealing elements. The themes and visuals are complex and geared towards fans of science fiction, making it inappropriate for a young audience."
136,lkAYu1J6rdk,Not Child Directed,Not Child Directed,"The video's content, title, and visuals are not aimed at children. The title ""7 Obsessions Only Gamers Understand"" suggests a topic geared towards adult gamers. The presenter's appearance and tone are not child-friendly.  There are no child-appealing elements present."
137,LXmEigiPcEg,Not Child Directed,Not Child Directed,"The video shows two adult men, Donald Trump and Elon Musk.  There are no child-appealing elements such as cartoons, animation, or child-friendly themes. The content is a news segment and therefore not intended for children."
138,lXzEs0IfXmw,Not Child Directed,Not Child Directed,"The video shows a rocket launch, which is a topic that is not typically of interest to children.  The visuals are not cartoonish or colorful, and there are no child-appealing elements present. The content is complex and would not be easily understood by a child."
139,LzkRxJ7KL14,Not Child Directed,Not Child Directed,"The video features cartoonish animation, but the content depicts ghostly figures in a graveyard setting, which is not suitable for children.  The overall tone and imagery are too spooky and potentially frightening for a young audience."
140,lzqRBx8H8t4,Not Child Directed,Not Child Directed,"The video is about SpaceX rockets and their launch.  The content is focused on engineering and technology, which is not typically of interest to children. The visuals are realistic and not cartoonish or child-appealing.  There are no child-directed elements present."
141,l_sNvO_cLzI,Not Child Directed,Not Child Directed,"The video discusses weapons and shows an explosion, which are not suitable for children.  The content is a news report, and the presenter is an adult. There are no child-appealing elements present."
142,mAHbXWsLRio,Not Child Directed,Not Child Directed,"The video features two young women playing bluegrass music. While the music itself might appeal to some children, there are no child-appealing elements or features commonly enjoyed by children. The video lacks colorful visuals, cartoonish characters, light-hearted themes, or simplified narratives.  The music is not a children's song or nursery rhyme. Therefore, it does not meet the criteria for child-directed content."
