,Video Id,Primary Label,Predicted Label,Response,Languages,Unnamed: 0
99,AzFKFABTIA8,irrelevant,appropriate,"This YouTube Music Premium advertisement focuses on showcasing the app's features: ad-free listening, offline downloads, and background playback.  There is no violence, sexual content, offensive language, or other elements that would be considered inappropriate for children under 9. The visuals are clean and focus on the app interface and a pleasant background. The audio is a calm voiceover describing the app's benefits.",['English'],24.0
100,xlo5a96XFPs,irrelevant,inappropriate,"The video shows a crime scene with a bloody footprint, suggesting violence.  The audio mentions solving a case, which could be related to the crime scene.  The overall tone and imagery are not suitable for children under 9.",['German'],25.0
101,0pYHFBku6DE,irrelevant,appropriate,"The video is an advertisement for Pizza Hut. It shows different types of pizzas and mentions a deal. There is no violence, sexual content, or other inappropriate elements. The language used is French.",['French'],26.0
102,yoF5cEB0UNk,irrelevant,appropriate,"The advertisement is for Ferrero Rondnoir ice cream. It shows people enjoying the product in various settings. There is no violence, sexual content, or other inappropriate material present. The audio describes the product and its taste. Therefore, it is appropriate for children under 9.",['French'],27.0
103,0aGaOQfYj4w,irrelevant,appropriate,"The video shows a young woman in a classroom setting, using her phone. There is no violence, sexual content, or other inappropriate material present. The audio is dialogue between the young woman and someone on the phone, and an advertisement for a mobile phone plan.  Therefore, it is appropriate for children under 9.",['French'],28.0
104,daZEuDDz5z0,irrelevant,appropriate,"The advertisement is for Avast One, an antivirus software. The video uses cartoonish illustrations to explain the software's features and benefits. There is no violence, sexual content, or other inappropriate material present.  Therefore, it's appropriate for children under 9.",['French'],29.0
105,lIEevJ3td5Y,irrelevant,appropriate,"This is an advertisement for a car, Toyota C-HR Hybrid. The video shows the car's exterior and interior, and some of its features. There is no violence, sexual content, or other inappropriate material present in the video. The video is appropriate for children under 9.",['French'],30.0
106,F_4Z6tAyXFw,irrelevant,appropriate,"This is an advertisement for Emporio Armani See Green sunglasses. The video shows two models, a man and a woman, wearing the sunglasses in various settings. There is no violence, sexual content, or other inappropriate material present. The music is instrumental and there is no dialogue. Therefore, this video is appropriate for children under 9.",[],31.0
107,N_DRrxX7rRQ,irrelevant,inappropriate,"The video contains suggestive content and imagery that is not suitable for children under 9. The visuals include a person with body paint in dimly lit settings, suggestive poses, and close-ups of the face. The audio contains music that may be considered romantic or suggestive.  The overall tone and style of the video are not appropriate for young children.",['English'],32.0
108,1llLy0JM1TM,irrelevant,inappropriate,"The video shows couples in romantic settings, including kissing and intimate moments.  The audio contains a romantic song. These elements are inappropriate for children under 9.",['English'],33.0
109,mhkmf98SXSE,irrelevant,inappropriate,"The video is inappropriate for children under 9. The video contains a cartoon character that could be considered scary for young children.  The overall tone and style of the animation is dark and could be disturbing to some children. While there is no explicit content, the style and presentation are not suitable for young audiences.",['Hindi'],34.0
